,beaconId,relayNo,rssiVal,timeStamp
0,0698,04,92,2019-03-28 17:56:08.286324
1,fb03,04,3,2019-03-28 17:56:08.286394
2,1e50,04,12,2019-03-28 17:56:08.286450
3,0020,04,0,2019-03-28 17:56:08.286474
4,0000,04,0,2019-03-28 17:56:08.286514
5,1310,04,0,2019-03-28 17:56:08.286573
6,0007,24,92,2019-03-28 17:56:08.286615
7,f703,24,3,2019-03-28 17:56:08.286638
8,1e50,24,12,2019-03-28 17:56:08.286650
9,0020,24,0,2019-03-28 17:56:08.286660
10,0000,24,0,2019-03-28 17:56:08.286669
11,d30f,24,0,2019-03-28 17:56:08.286677
12,0000,19,0,2019-03-28 17:56:08.286704
13,fd03,19,3,2019-03-28 17:56:08.286714
14,1e50,19,12,2019-03-28 17:56:08.286723
15,0020,19,0,2019-03-28 17:56:08.286731
16,0000,19,0,2019-03-28 17:56:08.286740
17,0321,19,0,2019-03-28 17:56:08.286748
18,0700,05,91,2019-03-28 17:56:08.286772
19,0700,05,92,2019-03-28 17:56:08.286782
20,1e50,05,12,2019-03-28 17:56:08.286791
21,0020,05,0,2019-03-28 17:56:08.286799
22,0000,05,0,2019-03-28 17:56:08.286808
23,1324,05,0,2019-03-28 17:56:08.286816
24,0000,03,0,2019-03-28 17:56:09.644704
25,f603,03,3,2019-03-28 17:56:09.644737
26,1e50,03,12,2019-03-28 17:56:09.644748
27,0020,03,0,2019-03-28 17:56:09.644757
28,0000,03,0,2019-03-28 17:56:09.644766
29,0323,03,0,2019-03-28 17:56:09.644774
30,0698,07,91,2019-03-28 17:56:09.730284
31,f303,07,3,2019-03-28 17:56:09.730308
32,1e50,07,12,2019-03-28 17:56:09.730317
33,0020,07,0,2019-03-28 17:56:09.730324
34,0000,07,0,2019-03-28 17:56:09.730331
35,2320,07,0,2019-03-28 17:56:09.730338
36,0000,02,0,2019-03-28 17:56:09.730557
37,fb03,02,3,2019-03-28 17:56:09.730569
38,1e50,02,12,2019-03-28 17:56:09.730577
39,0020,02,0,2019-03-28 17:56:09.730584
40,0000,02,0,2019-03-28 17:56:09.730591
41,232b,02,0,2019-03-28 17:56:09.730598
42,0699,15,88,2019-03-28 17:56:09.730718
43,0700,15,85,2019-03-28 17:56:09.730729
44,0698,15,93,2019-03-28 17:56:09.730737
45,0000,15,16,2019-03-28 17:56:09.730745
46,20f9,15,0,2019-03-28 17:56:09.730752
47,c521,15,7,2019-03-28 17:56:09.730759
48,0007,23,88,2019-03-28 17:56:10.087997
49,0b03,23,3,2019-03-28 17:56:10.088030
50,1e50,23,12,2019-03-28 17:56:10.088040
51,0020,23,0,2019-03-28 17:56:10.088053
52,0000,23,0,2019-03-28 17:56:10.088062
53,031d,23,0,2019-03-28 17:56:10.088071
54,0698,06,88,2019-03-28 17:56:11.418888
55,0700,06,89,2019-03-28 17:56:11.418922
56,0699,06,87,2019-03-28 17:56:11.418933
57,0000,06,0,2019-03-28 17:56:11.418943
58,0000,06,0,2019-03-28 17:56:11.418952
59,2321,06,0,2019-03-28 17:56:11.418962
